Container is store 10000 languages:
[Procedural]: name = AZMEZYPTRM  year = 1945  popularity = 83.23 abstract variables = True, quotient = 194.5
[Procedural]: name = COFURPYZJR  year = 1974  popularity = 1.61 abstract variables = False, quotient = 197.4
[Functional]: name = IWEHYHNPSA  year = 1974  popularity = 46.92 lazy calculation = True legacy = STRICT, quotient = 197.4
[ObjectOriented]: name = AQWHRUFPDR  year = 1974  popularity = 82.94 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 197.4
[ObjectOriented]: name = AZPOWKTVYA  year = 1974  popularity = 48.36 abstract variables = False legacy = Legacy.SINGLE, quotient = 197.4
[Procedural]: name = WYKIYUQHMZ  year = 1974  popularity = 80.58 abstract variables = True, quotient = 197.4
[Procedural]: name = FWZPXBHFLQ  year = 1974  popularity = 61.66 abstract variables = True, quotient = 197.4
[Procedural]: name = WQLTZUHRYT  year = 1974  popularity = 80.97 abstract variables = True, quotient = 197.4
[ObjectOriented]: name = IJYKEBPUPM  year = 1974  popularity = 66.22 abstract variables = True legacy = Legacy.SINGLE, quotient = 197.4
[Functional]: name = VPVRJRDVBD  year = 1974  popularity = 72.29 lazy calculation = False legacy = DYNAMIC, quotient = 197.4
[Functional]: name = SJVIUODBAH  year = 1974  popularity = 44.29 lazy calculation = False legacy = ERROR, quotient = 197.4
[Procedural]: name = XTCNQGNNMI  year = 1974  popularity = 76.81 abstract variables = True, quotient = 197.4
[Procedural]: name = ILULPSCOGB  year = 1974  popularity = 68.47 abstract variables = True, quotient = 197.4
[ObjectOriented]: name = QCLWGUCSIA  year = 1974  popularity = 86.25 abstract variables = True legacy = Legacy.SINGLE, quotient = 197.4
[ObjectOriented]: name = ZVTMQYHNBB  year = 1974  popularity = 61.3 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 197.4
[Functional]: name = YXKYRDHSKX  year = 1974  popularity = 9.16 lazy calculation = False legacy = STRICT, quotient = 197.4
[Functional]: name = FZJCPNGPCT  year = 1974  popularity = 87.0 lazy calculation = True legacy = ERROR, quotient = 197.4
[ObjectOriented]: name = OWQFDPGJLG  year = 1974  popularity = 7.07 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 197.4
[ObjectOriented]: name = EHLDSDINBI  year = 1975  popularity = 39.77 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 197.5
[ObjectOriented]: name = SGZQXAPLAF  year = 1975  popularity = 28.44 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 197.5
[ObjectOriented]: name = QIVNADFYHP  year = 1975  popularity = 27.5 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 197.5
[Functional]: name = UBOFTXWXEH  year = 1975  popularity = 94.82 lazy calculation = True legacy = DYNAMIC, quotient = 197.5
[Procedural]: name = RXPKSOMWHJ  year = 1975  popularity = 7.53 abstract variables = True, quotient = 197.5
[Procedural]: name = ETVDLCTBAK  year = 1975  popularity = 5.09 abstract variables = False, quotient = 197.5
[ObjectOriented]: name = DRSUEPGNUQ  year = 1975  popularity = 15.53 abstract variables = True legacy = Legacy.SINGLE, quotient = 197.5
[ObjectOriented]: name = JBCPDOJYUF  year = 1975  popularity = 31.08 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 197.5
[ObjectOriented]: name = EBQERXRKJX  year = 1975  popularity = 29.89 abstract variables = True legacy = Legacy.SINGLE, quotient = 197.5
[Procedural]: name = LYDVKPLLCC  year = 1975  popularity = 16.4 abstract variables = True, quotient = 197.5
[Functional]: name = DADXDWZBAV  year = 1975  popularity = 36.75 lazy calculation = True legacy = STRICT, quotient = 197.5
[Procedural]: name = DGIWFZYMQL  year = 1975  popularity = 97.7 abstract variables = True, quotient = 197.5
[Functional]: name = KWJFGOHIKU  year = 1975  popularity = 12.39 lazy calculation = False legacy = STRICT, quotient = 197.5
[Procedural]: name = ULOFGGPMQV  year = 1975  popularity = 8.07 abstract variables = True, quotient = 197.5
[ObjectOriented]: name = JHUOKFEUQM  year = 1975  popularity = 90.61 abstract variables = False legacy = Legacy.SINGLE, quotient = 197.5
[Functional]: name = XKAMXZOKJV  year = 1975  popularity = 16.54 lazy calculation = False legacy = STRICT, quotient = 197.5
[ObjectOriented]: name = KKWXCKKLJK  year = 1975  popularity = 26.33 abstract variables = False legacy = Legacy.SINGLE, quotient = 197.5
[Procedural]: name = FMJMMFRSQZ  year = 1975  popularity = 38.56 abstract variables = True, quotient = 197.5
[Procedural]: name = GSFSXJQDWF  year = 1975  popularity = 46.75 abstract variables = False, quotient = 197.5
[Functional]: name = KJYUDKXZJY  year = 1975  popularity = 59.47 lazy calculation = True legacy = STRICT, quotient = 197.5
[ObjectOriented]: name = GZJRCPBGTP  year = 1975  popularity = 96.58 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 197.5
[Functional]: name = RIHTCOVDYS  year = 1975  popularity = 47.11 lazy calculation = False legacy = DYNAMIC, quotient = 197.5
[Functional]: name = TBKAQGFRBX  year = 1975  popularity = 46.95 lazy calculation = False legacy = STRICT, quotient = 197.5
[Procedural]: name = DWIVRFMIUJ  year = 1975  popularity = 4.72 abstract variables = False, quotient = 197.5
[Functional]: name = IHUTUXLVDK  year = 1975  popularity = 33.43 lazy calculation = True legacy = ERROR, quotient = 197.5
[ObjectOriented]: name = OWPLOTHHHX  year = 1975  popularity = 90.93 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 197.5
[ObjectOriented]: name = PSVICRDLIY  year = 1975  popularity = 4.04 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 197.5
[ObjectOriented]: name = HPXASKIEHN  year = 1975  popularity = 39.52 abstract variables = False legacy = Legacy.SINGLE, quotient = 197.5
[Functional]: name = MVVQPRUCQH  year = 1975  popularity = 49.56 lazy calculation = True legacy = ERROR, quotient = 197.5
[Procedural]: name = PORYXOPJYC  year = 1975  popularity = 4.81 abstract variables = True, quotient = 197.5
[Procedural]: name = CGSERBAQXC  year = 1975  popularity = 83.59 abstract variables = False, quotient = 197.5
[Functional]: name = LPMDYWXYEK  year = 1975  popularity = 43.21 lazy calculation = False legacy = STRICT, quotient = 197.5
[Procedural]: name = KKZNVKUMDN  year = 1975  popularity = 84.65 abstract variables = True, quotient = 197.5
[ObjectOriented]: name = DDDICRUFUV  year = 1975  popularity = 24.91 abstract variables = False legacy = Legacy.SINGLE, quotient = 197.5
[Functional]: name = NHMRCWAADE  year = 1975  popularity = 51.95 lazy calculation = False legacy = STRICT, quotient = 197.5
[ObjectOriented]: name = WQIIXVXNJX  year = 1975  popularity = 49.5 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 197.5
[ObjectOriented]: name = OJASPRVZBP  year = 1975  popularity = 70.18 abstract variables = False legacy = Legacy.SINGLE, quotient = 197.5
[Functional]: name = RTNXOTILOP  year = 1975  popularity = 12.01 lazy calculation = True legacy = DYNAMIC, quotient = 197.5
[Functional]: name = OSAJERWINP  year = 1975  popularity = 59.93 lazy calculation = False legacy = DYNAMIC, quotient = 197.5
[ObjectOriented]: name = KITBJPYDGS  year = 1975  popularity = 94.14 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 197.5
[Functional]: name = OFISDYZOUS  year = 1975  popularity = 91.3 lazy calculation = True legacy = ERROR, quotient = 197.5
[Procedural]: name = FTUOTTMFWA  year = 1975  popularity = 63.07 abstract variables = True, quotient = 197.5
[Functional]: name = ROMJVQTEFL  year = 1975  popularity = 61.76 lazy calculation = True legacy = STRICT, quotient = 197.5
[ObjectOriented]: name = GNNAJAFTET  year = 1975  popularity = 90.47 abstract variables = True legacy = Legacy.SINGLE, quotient = 197.5
[Procedural]: name = PQWWXAQTFJ  year = 1975  popularity = 26.34 abstract variables = True, quotient = 197.5
[Procedural]: name = CNLBINFXHX  year = 1975  popularity = 78.71 abstract variables = False, quotient = 197.5
[Functional]: name = BPXDBSDQTC  year = 1975  popularity = 20.44 lazy calculation = False legacy = DYNAMIC, quotient = 197.5
[Functional]: name = DCOYXATTTE  year = 1975  popularity = 32.47 lazy calculation = True legacy = ERROR, quotient = 197.5
[ObjectOriented]: name = DGVEVUQVMY  year = 1975  popularity = 64.38 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 197.5
[Procedural]: name = DEJIFQJIQN  year = 1975  popularity = 22.66 abstract variables = True, quotient = 197.5
[ObjectOriented]: name = LHNZSPXDJV  year = 1975  popularity = 68.43 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 197.5
[Procedural]: name = HRTCQPALHT  year = 1975  popularity = 16.36 abstract variables = False, quotient = 197.5
[ObjectOriented]: name = MYMAOAFJJL  year = 1975  popularity = 68.92 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 197.5
[ObjectOriented]: name = ULENFXKVUM  year = 1975  popularity = 43.0 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 197.5
[ObjectOriented]: name = QDDWUXBGRM  year = 1975  popularity = 95.33 abstract variables = False legacy = Legacy.SINGLE, quotient = 197.5
[Functional]: name = SSRKRIOUKL  year = 1975  popularity = 42.8 lazy calculation = False legacy = STRICT, quotient = 197.5
[Procedural]: name = SUYDJGDRIF  year = 1975  popularity = 1.91 abstract variables = True, quotient = 197.5
[Functional]: name = CWNXFZWFIG  year = 1975  popularity = 73.95 lazy calculation = False legacy = STRICT, quotient = 197.5
[Functional]: name = IACPPIHEGN  year = 1975  popularity = 93.82 lazy calculation = False legacy = ERROR, quotient = 197.5
[ObjectOriented]: name = NJKMHFZQDW  year = 1975  popularity = 80.47 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 197.5
[Functional]: name = XFXEJHWFGT  year = 1975  popularity = 89.1 lazy calculation = True legacy = DYNAMIC, quotient = 197.5
[ObjectOriented]: name = IZPHBYHQWN  year = 1975  popularity = 60.01 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 197.5
[Procedural]: name = WIIHNRAQRK  year = 1975  popularity = 16.74 abstract variables = False, quotient = 197.5
[Functional]: name = MAKGUSCSVM  year = 1975  popularity = 80.35 lazy calculation = False legacy = DYNAMIC, quotient = 197.5
[Procedural]: name = EMXPHCBQWN  year = 1975  popularity = 9.43 abstract variables = True, quotient = 197.5
[ObjectOriented]: name = GAOYYTZZYX  year = 1975  popularity = 4.72 abstract variables = False legacy = Legacy.SINGLE, quotient = 197.5
[ObjectOriented]: name = UBIOUNXQZP  year = 1975  popularity = 3.12 abstract variables = False legacy = Legacy.SINGLE, quotient = 197.5
[ObjectOriented]: name = MOKVMYQWGV  year = 1975  popularity = 94.26 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 197.5
[ObjectOriented]: name = JEXYSGMHAU  year = 1975  popularity = 21.04 abstract variables = True legacy = Legacy.SINGLE, quotient = 197.5
[Functional]: name = GBNHTRCTKW  year = 1975  popularity = 71.07 lazy calculation = True legacy = DYNAMIC, quotient = 197.5
[Functional]: name = ZGBFKJUZLB  year = 1975  popularity = 34.76 lazy calculation = False legacy = DYNAMIC, quotient = 197.5
[Functional]: name = IWDAXCZTQZ  year = 1975  popularity = 19.78 lazy calculation = True legacy = STRICT, quotient = 197.5
[ObjectOriented]: name = VEHQFZVUNC  year = 1975  popularity = 2.58 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 197.5
[ObjectOriented]: name = OOFYVDTTMZ  year = 1975  popularity = 13.22 abstract variables = False legacy = Legacy.SINGLE, quotient = 197.5
[Procedural]: name = ZEPAAYIHTU  year = 1975  popularity = 42.63 abstract variables = True, quotient = 197.5
[Procedural]: name = YFTXUKNWZO  year = 1975  popularity = 55.22 abstract variables = True, quotient = 197.5
[Procedural]: name = QESNACQIVZ  year = 1975  popularity = 35.19 abstract variables = False, quotient = 197.5
[Functional]: name = FMZTFUSYWQ  year = 1975  popularity = 82.0 lazy calculation = False legacy = STRICT, quotient = 197.5
[Procedural]: name = AVPDDJYYSA  year = 1975  popularity = 28.33 abstract variables = True, quotient = 197.5
[Functional]: name = GWONIMBWDE  year = 1975  popularity = 86.41 lazy calculation = False legacy = DYNAMIC, quotient = 197.5
[Procedural]: name = FXMQKBUGPG  year = 1975  popularity = 57.52 abstract variables = True, quotient = 197.5
[ObjectOriented]: name = XLSFMSKUHS  year = 1975  popularity = 16.91 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 197.5
[Procedural]: name = PCPVHHWTNY  year = 1975  popularity = 64.57 abstract variables = False, quotient = 197.5
[ObjectOriented]: name = EXIAIDQJHF  year = 1975  popularity = 23.1 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 197.5
[Procedural]: name = VKFVTXBPGB  year = 1975  popularity = 80.86 abstract variables = False, quotient = 197.5
[ObjectOriented]: name = IJZLHKWEVN  year = 1975  popularity = 35.68 abstract variables = True legacy = Legacy.SINGLE, quotient = 197.5
[ObjectOriented]: name = RQACHKLVSS  year = 1975  popularity = 96.77 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 197.5
[Procedural]: name = WQAXSBXWCC  year = 1975  popularity = 46.36 abstract variables = True, quotient = 197.5
[Functional]: name = WGTQTBWZSB  year = 1975  popularity = 28.08 lazy calculation = True legacy = ERROR, quotient = 197.5
[Functional]: name = WKOQHBWGMU  year = 1975  popularity = 91.09 lazy calculation = False legacy = DYNAMIC, quotient = 197.5
[Procedural]: name = QNRRJFTEDR  year = 1975  popularity = 94.1 abstract variables = False, quotient = 197.5
[Procedural]: name = TWEGXJYZTV  year = 1975  popularity = 12.87 abstract variables = True, quotient = 197.5
[ObjectOriented]: name = AUVEJCCECZ  year = 1975  popularity = 37.02 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 197.5
[Procedural]: name = JGFBLKUAKB  year = 1975  popularity = 8.47 abstract variables = False, quotient = 197.5
[ObjectOriented]: name = EEOPBXDEML  year = 1975  popularity = 38.21 abstract variables = False legacy = Legacy.SINGLE, quotient = 197.5
[Functional]: name = RPKRVANJNA  year = 1975  popularity = 32.97 lazy calculation = False legacy = STRICT, quotient = 197.5
[Functional]: name = ZPPSLCKMLO  year = 1975  popularity = 1.19 lazy calculation = False legacy = ERROR, quotient = 197.5
[Procedural]: name = TPMPVEDPBL  year = 1975  popularity = 21.79 abstract variables = False, quotient = 197.5
[Procedural]: name = KBXZDYNDXH  year = 1975  popularity = 51.98 abstract variables = False, quotient = 197.5
[ObjectOriented]: name = JETRDWHDAK  year = 1975  popularity = 55.02 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 197.5
[Functional]: name = FBSQJCCPVX  year = 1975  popularity = 57.45 lazy calculation = False legacy = STRICT, quotient = 197.5
[Procedural]: name = BYBGHGRHOH  year = 1975  popularity = 14.12 abstract variables = False, quotient = 197.5
[Procedural]: name = AVXPXXXEZM  year = 1975  popularity = 31.58 abstract variables = True, quotient = 197.5
[Functional]: name = BBBHCNHUKH  year = 1975  popularity = 4.15 lazy calculation = True legacy = STRICT, quotient = 197.5
[ObjectOriented]: name = ERNPBCHURA  year = 1975  popularity = 55.31 abstract variables = False legacy = Legacy.SINGLE, quotient = 197.5
[Procedural]: name = KTWYHHHBNM  year = 1975  popularity = 55.29 abstract variables = True, quotient = 197.5
[Procedural]: name = SRBYTCZEXI  year = 1975  popularity = 86.38 abstract variables = True, quotient = 197.5
[Procedural]: name = OFOLYQFYBM  year = 1975  popularity = 3.53 abstract variables = True, quotient = 197.5
[Functional]: name = BHBUUZPHDE  year = 1975  popularity = 12.87 lazy calculation = False legacy = STRICT, quotient = 197.5
[ObjectOriented]: name = RSOHWSFRCY  year = 1975  popularity = 14.98 abstract variables = False legacy = Legacy.SINGLE, quotient = 197.5
[ObjectOriented]: name = PZIYIMPPHA  year = 1975  popularity = 78.64 abstract variables = True legacy = Legacy.SINGLE, quotient = 197.5
[Procedural]: name = ZDVGOYXFBL  year = 1975  popularity = 15.25 abstract variables = False, quotient = 197.5
[ObjectOriented]: name = FHLHIWLNDG  year = 1975  popularity = 50.49 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 197.5
[Procedural]: name = EIDUVUWGXE  year = 1975  popularity = 57.04 abstract variables = True, quotient = 197.5
[Functional]: name = XFEYWAJQSD  year = 1975  popularity = 88.78 lazy calculation = False legacy = DYNAMIC, quotient = 197.5
[Functional]: name = QVYNQJMLXL  year = 1975  popularity = 21.22 lazy calculation = True legacy = STRICT, quotient = 197.5
[Procedural]: name = KESJHLMBQP  year = 1975  popularity = 33.99 abstract variables = True, quotient = 197.5
[Functional]: name = PEBKTZDVGG  year = 1975  popularity = 40.22 lazy calculation = False legacy = ERROR, quotient = 197.5
[Functional]: name = JQPLPTHSVE  year = 1975  popularity = 97.18 lazy calculation = False legacy = DYNAMIC, quotient = 197.5
[Functional]: name = KGDQLSOOYF  year = 1975  popularity = 74.14 lazy calculation = False legacy = STRICT, quotient = 197.5
[Procedural]: name = XZZEJUCXKB  year = 1975  popularity = 78.02 abstract variables = True, quotient = 197.5
[Functional]: name = RSPLYJOJMM  year = 1975  popularity = 6.19 lazy calculation = True legacy = DYNAMIC, quotient = 197.5
[Functional]: name = WCZRKQTGCJ  year = 1975  popularity = 21.27 lazy calculation = True legacy = ERROR, quotient = 197.5
[Procedural]: name = UMQZUAGJDU  year = 1975  popularity = 48.95 abstract variables = False, quotient = 197.5
[ObjectOriented]: name = KCCRYBSXPC  year = 1976  popularity = 58.51 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 197.6
[Functional]: name = HNYNLNPHSJ  year = 1976  popularity = 55.21 lazy calculation = True legacy = DYNAMIC, quotient = 197.6
[Functional]: name = UKWRFRGONV  year = 1976  popularity = 69.92 lazy calculation = True legacy = DYNAMIC, quotient = 197.6
[Procedural]: name = TGPXNFPTZG  year = 1976  popularity = 68.39 abstract variables = False, quotient = 197.6
[ObjectOriented]: name = EXPLRAWMTG  year = 1976  popularity = 95.18 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 197.6
[Functional]: name = PGQLMPTDUX  year = 1976  popularity = 20.25 lazy calculation = False legacy = STRICT, quotient = 197.6
[ObjectOriented]: name = VTIKUXFUNM  year = 1976  popularity = 26.54 abstract variables = True legacy = Legacy.SINGLE, quotient = 197.6
[Procedural]: name = AURGJXZITW  year = 1976  popularity = 86.39 abstract variables = True, quotient = 197.6
[Functional]: name = EATCPFLPFQ  year = 1976  popularity = 70.1 lazy calculation = False legacy = ERROR, quotient = 197.6
[Functional]: name = IBZMSKWNZW  year = 1976  popularity = 54.87 lazy calculation = False legacy = DYNAMIC, quotient = 197.6
[ObjectOriented]: name = OJHBQOJOKC  year = 1976  popularity = 50.27 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 197.6
[Functional]: name = DKJNKCIDNY  year = 1976  popularity = 66.97 lazy calculation = False legacy = ERROR, quotient = 197.6
[Functional]: name = LRFHSEEFOF  year = 1976  popularity = 67.95 lazy calculation = False legacy = ERROR, quotient = 197.6
[Procedural]: name = IUFBEFGCUS  year = 1976  popularity = 55.94 abstract variables = True, quotient = 197.6
[Functional]: name = VFHMZLFRTB  year = 1976  popularity = 11.39 lazy calculation = True legacy = ERROR, quotient = 197.6
[Functional]: name = CYQQKJWJSS  year = 1976  popularity = 94.35 lazy calculation = False legacy = STRICT, quotient = 197.6
[ObjectOriented]: name = XWUTKWEFAQ  year = 1976  popularity = 80.61 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 197.6
[ObjectOriented]: name = NSWEYFHWBH  year = 1976  popularity = 94.3 abstract variables = True legacy = Legacy.SINGLE, quotient = 197.6
[ObjectOriented]: name = RQFCCFRUEH  year = 1976  popularity = 54.97 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 197.6
[Functional]: name = CRQTEHFJIE  year = 1976  popularity = 88.9 lazy calculation = False legacy = ERROR, quotient = 197.6
[Functional]: name = RYDMPPZUKM  year = 1976  popularity = 7.04 lazy calculation = False legacy = DYNAMIC, quotient = 197.6
[Functional]: name = XJNVUVGPRJ  year = 1976  popularity = 28.79 lazy calculation = False legacy = ERROR, quotient = 197.6
[Procedural]: name = HHXNOXQRKO  year = 1976  popularity = 6.88 abstract variables = True, quotient = 197.6
[Procedural]: name = YVEEENLJXV  year = 1976  popularity = 60.91 abstract variables = False, quotient = 197.6
[ObjectOriented]: name = BWLIZWMFHQ  year = 1976  popularity = 22.31 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 197.6
[ObjectOriented]: name = KFYUVKZJIZ  year = 1976  popularity = 8.2 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 197.6
[Functional]: name = YTHUZULJER  year = 1976  popularity = 97.09 lazy calculation = True legacy = STRICT, quotient = 197.6
[ObjectOriented]: name = AAUDAIWOHG  year = 1976  popularity = 29.99 abstract variables = False legacy = Legacy.SINGLE, quotient = 197.6
[Procedural]: name = SVDDNMKFMP  year = 1976  popularity = 77.9 abstract variables = False, quotient = 197.6
[ObjectOriented]: name = GXJKBNAMTN  year = 1976  popularity = 83.21 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 197.6
[ObjectOriented]: name = ZRWHYZHVZB  year = 1976  popularity = 31.45 abstract variables = False legacy = Legacy.SINGLE, quotient = 197.6
[Procedural]: name = DAEEFAJPWX  year = 1976  popularity = 87.81 abstract variables = False, quotient = 197.6
[Procedural]: name = RNEWVMWGJU  year = 1976  popularity = 12.45 abstract variables = True, quotient = 197.6
[Procedural]: name = TYENSARICT  year = 1976  popularity = 62.05 abstract variables = True, quotient = 197.6
[Procedural]: name = RIZKIQHNAQ  year = 1976  popularity = 62.84 abstract variables = False, quotient = 197.6
[Procedural]: name = NLPKVSQBNY  year = 1976  popularity = 44.05 abstract variables = True, quotient = 197.6
[Procedural]: name = MVTHZKOAOM  year = 1976  popularity = 46.45 abstract variables = False, quotient = 197.6
[ObjectOriented]: name = FJTSCTHJGF  year = 1976  popularity = 10.41 abstract variables = False legacy = Legacy.SINGLE, quotient = 197.6
[ObjectOriented]: name = DPHQLCPDVY  year = 1976  popularity = 36.04 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 197.6
[ObjectOriented]: name = LUDEAYJVOJ  year = 1976  popularity = 65.16 abstract variables = False legacy = Legacy.SINGLE, quotient = 197.6
[Functional]: name = MPVVDCZRSC  year = 1976  popularity = 20.76 lazy calculation = False legacy = ERROR, quotient = 197.6
[ObjectOriented]: name = FIZQLTBYII  year = 1976  popularity = 70.08 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 197.6
[Functional]: name = BSQTAEYWVI  year = 1976  popularity = 25.12 lazy calculation = False legacy = STRICT, quotient = 197.6
[Procedural]: name = XWULXKNYMU  year = 1976  popularity = 42.25 abstract variables = False, quotient = 197.6
[ObjectOriented]: name = TUBEOSDPJH  year = 1976  popularity = 17.75 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 197.6
[Procedural]: name = CSIFCAZQSG  year = 1976  popularity = 23.11 abstract variables = True, quotient = 197.6
[Procedural]: name = YRCUIJGUQV  year = 1976  popularity = 57.26 abstract variables = True, quotient = 197.6
[ObjectOriented]: name = RBCIPPIFNU  year = 1976  popularity = 55.81 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 197.6
[Procedural]: name = OCNJYGXVBB  year = 1976  popularity = 53.02 abstract variables = True, quotient = 197.6
[Functional]: name = YNXETDVMKT  year = 1976  popularity = 73.95 lazy calculation = True legacy = STRICT, quotient = 197.6
[Functional]: name = ZTEOWAAJUS  year = 1976  popularity = 69.66 lazy calculation = False legacy = ERROR, quotient = 197.6
[Procedural]: name = GFMFFUEUNQ  year = 1976  popularity = 48.21 abstract variables = False, quotient = 197.6
[Functional]: name = RDDRBFBSAF  year = 1976  popularity = 86.12 lazy calculation = True legacy = DYNAMIC, quotient = 197.6
[ObjectOriented]: name = EKQWMVVQOG  year = 1976  popularity = 81.36 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 197.6
[ObjectOriented]: name = IZERHHLAWP  year = 1976  popularity = 46.71 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 197.6
[ObjectOriented]: name = QWKGOLYLRL  year = 1976  popularity = 37.45 abstract variables = False legacy = Legacy.SINGLE, quotient = 197.6
[Functional]: name = DIIMINJLIK  year = 1976  popularity = 41.61 lazy calculation = True legacy = ERROR, quotient = 197.6
[Functional]: name = JRXKQJIIDE  year = 1976  popularity = 34.61 lazy calculation = True legacy = ERROR, quotient = 197.6
[Functional]: name = YYZBBHQSGQ  year = 1976  popularity = 94.73 lazy calculation = True legacy = DYNAMIC, quotient = 197.6
[Functional]: name = YBXSSUODCV  year = 1976  popularity = 87.89 lazy calculation = True legacy = DYNAMIC, quotient = 197.6
[Procedural]: name = NDNBAICRVD  year = 1976  popularity = 89.08 abstract variables = False, quotient = 197.6
[ObjectOriented]: name = KMKOPAYMHF  year = 1976  popularity = 22.1 abstract variables = True legacy = Legacy.SINGLE, quotient = 197.6
[Procedural]: name = RGBHEEQNCA  year = 1976  popularity = 14.23 abstract variables = False, quotient = 197.6
[Functional]: name = FGKAQFVLRD  year = 1976  popularity = 85.92 lazy calculation = False legacy = DYNAMIC, quotient = 197.6
[ObjectOriented]: name = BKQBJINUUR  year = 1976  popularity = 49.53 abstract variables = True legacy = Legacy.SINGLE, quotient = 197.6
[ObjectOriented]: name = CAMYSEJDBE  year = 1976  popularity = 31.37 abstract variables = False legacy = Legacy.SINGLE, quotient = 197.6
[ObjectOriented]: name = AQYXYIZPXF  year = 1976  popularity = 73.31 abstract variables = True legacy = Legacy.SINGLE, quotient = 197.6
[ObjectOriented]: name = TCWOIADZIS  year = 1976  popularity = 41.98 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 197.6
[Procedural]: name = AQBEFWXELD  year = 1976  popularity = 83.18 abstract variables = True, quotient = 197.6
[Procedural]: name = MXAEDJYEJQ  year = 1976  popularity = 45.22 abstract variables = True, quotient = 197.6
[ObjectOriented]: name = QHIRNKNXIC  year = 1976  popularity = 41.54 abstract variables = True legacy = Legacy.SINGLE, quotient = 197.6
[Functional]: name = KLVJMVYKNW  year = 1976  popularity = 12.28 lazy calculation = True legacy = ERROR, quotient = 197.6
[ObjectOriented]: name = DJWXLTLMYW  year = 1976  popularity = 44.91 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 197.6
[ObjectOriented]: name = PRXIBYVTEN  year = 1976  popularity = 89.14 abstract variables = False legacy = Legacy.SINGLE, quotient = 197.6
[Functional]: name = UVLLAILQMZ  year = 1976  popularity = 3.21 lazy calculation = True legacy = STRICT, quotient = 197.6
[Procedural]: name = OXTXNCRQPH  year = 1976  popularity = 9.54 abstract variables = True, quotient = 197.6
[Functional]: name = VOMMQGWBRE  year = 1976  popularity = 7.25 lazy calculation = True legacy = DYNAMIC, quotient = 197.6
[ObjectOriented]: name = SEUSCUCLBN  year = 1976  popularity = 34.57 abstract variables = False legacy = Legacy.SINGLE, quotient = 197.6
[ObjectOriented]: name = EFTISQUOTV  year = 1976  popularity = 88.73 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 197.6
[Procedural]: name = QKKYHLCYWD  year = 1976  popularity = 89.6 abstract variables = True, quotient = 197.6
[Functional]: name = XUIIUXRERH  year = 1976  popularity = 67.44 lazy calculation = True legacy = DYNAMIC, quotient = 197.6
[Functional]: name = BUECJOBTSE  year = 1976  popularity = 47.86 lazy calculation = True legacy = ERROR, quotient = 197.6
[Functional]: name = JFRFOILCWR  year = 1976  popularity = 72.12 lazy calculation = True legacy = ERROR, quotient = 197.6
[Procedural]: name = WQTKDGASWW  year = 1976  popularity = 15.25 abstract variables = True, quotient = 197.6
[ObjectOriented]: name = FJZFHDBVNU  year = 1976  popularity = 23.27 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 197.6
[Functional]: name = CDTYXBUXJQ  year = 1976  popularity = 63.23 lazy calculation = False legacy = ERROR, quotient = 197.6
