Container is store 1000 languages:
[Procedural]: name = vtYqBUcxF8  year = 1951  popularity = 25.58 abstract variables = True, quotient = 195.1
[Functional]: name = UGBtpMDqV8  year = 2016  popularity = 64.73 lazy calculation = True legacy = DYNAMIC, quotient = 201.6
[ObjectOriented]: name = FeXUgYcnLo  year = 1964  popularity = 40.05 abstract variables = True legacy = Legacy.SINGLE, quotient = 196.4
[ObjectOriented]: name = eJEgr5Yrcn  year = 2013  popularity = 65.9 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 201.3
[Procedural]: name = djeG3NPDiR  year = 2011  popularity = 93.13 abstract variables = True, quotient = 201.1
[ObjectOriented]: name = XpT2lGqfo8  year = 1964  popularity = 79.04 abstract variables = True legacy = Legacy.SINGLE, quotient = 196.4
[Functional]: name = 3tsHCFDnJB  year = 1997  popularity = 57.69 lazy calculation = False legacy = STRICT, quotient = 199.7
[Procedural]: name = Ooim4D7XTA  year = 1984  popularity = 24.03 abstract variables = False, quotient = 198.4
[Procedural]: name = 3EXeEusJrX  year = 1985  popularity = 90.34 abstract variables = True, quotient = 198.5
[ObjectOriented]: name = YtsdYILVFX  year = 2006  popularity = 84.33 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 200.6
[Procedural]: name = lRA7tdhTsq  year = 2010  popularity = 37.17 abstract variables = False, quotient = 201.0
[Functional]: name = P1jFdOJtcT  year = 2014  popularity = 65.42 lazy calculation = True legacy = DYNAMIC, quotient = 201.4
[Procedural]: name = kCjJ5kTKrg  year = 1994  popularity = 3.78 abstract variables = True, quotient = 199.4
[ObjectOriented]: name = QkJvqEUuXB  year = 2004  popularity = 42.59 abstract variables = False legacy = Legacy.SINGLE, quotient = 200.4
[Procedural]: name = csaJkJHCuQ  year = 1981  popularity = 29.3 abstract variables = False, quotient = 198.1
[Functional]: name = IHS5DCEtL9  year = 1998  popularity = 71.52 lazy calculation = False legacy = STRICT, quotient = 199.8
[Functional]: name = 1tmwjB74bb  year = 2007  popularity = 44.18 lazy calculation = True legacy = DYNAMIC, quotient = 200.7
[ObjectOriented]: name = aS6gIhmOIn  year = 1974  popularity = 61.41 abstract variables = False legacy = Legacy.SINGLE, quotient = 197.4
[ObjectOriented]: name = ffaRcVeaDK  year = 1964  popularity = 78.67 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 196.4
[ObjectOriented]: name = UlOBevLjmR  year = 2019  popularity = 44.29 abstract variables = True legacy = Legacy.SINGLE, quotient = 201.9
[Functional]: name = DUsU8exprw  year = 1972  popularity = 85.47 lazy calculation = True legacy = STRICT, quotient = 197.2
[ObjectOriented]: name = 83IbVcwX1e  year = 1989  popularity = 13.65 abstract variables = True legacy = Legacy.SINGLE, quotient = 198.9
[Functional]: name = fQB6RZ2boV  year = 1992  popularity = 31.97 lazy calculation = False legacy = DYNAMIC, quotient = 199.2
[Functional]: name = cP9RSOplZv  year = 1995  popularity = 3.69 lazy calculation = True legacy = DYNAMIC, quotient = 199.5
[ObjectOriented]: name = SnwdlI5BXC  year = 2007  popularity = 55.17 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 200.7
[Procedural]: name = JRSLEYB91m  year = 1982  popularity = 12.09 abstract variables = True, quotient = 198.2
[ObjectOriented]: name = OQIOIvXwQJ  year = 1987  popularity = 60.12 abstract variables = False legacy = Legacy.SINGLE, quotient = 198.7
[Functional]: name = 3Fdchoequi  year = 1969  popularity = 29.22 lazy calculation = True legacy = DYNAMIC, quotient = 196.9
[ObjectOriented]: name = Zs82Y4xSZO  year = 1970  popularity = 93.76 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 197.0
[Functional]: name = cnqZpRXqA2  year = 1983  popularity = 39.36 lazy calculation = True legacy = STRICT, quotient = 198.3
[Functional]: name = HqIbinxgYb  year = 1988  popularity = 36.07 lazy calculation = True legacy = STRICT, quotient = 198.8
[Functional]: name = QVZAwfc5Xn  year = 1999  popularity = 50.98 lazy calculation = False legacy = DYNAMIC, quotient = 199.9
[Procedural]: name = MkAiJsZJFM  year = 1996  popularity = 55.62 abstract variables = False, quotient = 199.6
[ObjectOriented]: name = xBav2dORfw  year = 1990  popularity = 13.0 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 199.0
[Procedural]: name = WMuN3cErar  year = 1957  popularity = 55.42 abstract variables = True, quotient = 195.7
[Functional]: name = ncWWdsNIk1  year = 2014  popularity = 93.91 lazy calculation = True legacy = DYNAMIC, quotient = 201.4
[Procedural]: name = 6lnfbIU9Up  year = 2010  popularity = 92.05 abstract variables = False, quotient = 201.0
[ObjectOriented]: name = skXCPDfEVZ  year = 1992  popularity = 51.79 abstract variables = True legacy = Legacy.SINGLE, quotient = 199.2
[ObjectOriented]: name = lxNhgPbSNH  year = 1992  popularity = 24.9 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 199.2
[ObjectOriented]: name = AaIgfkgFC6  year = 1990  popularity = 80.24 abstract variables = False legacy = Legacy.SINGLE, quotient = 199.0
[Functional]: name = VmriOjEpJj  year = 2002  popularity = 93.44 lazy calculation = False legacy = STRICT, quotient = 200.2
[Procedural]: name = k4J55qdsc2  year = 2016  popularity = 46.19 abstract variables = False, quotient = 201.6
[ObjectOriented]: name = epT4gV5xqG  year = 1965  popularity = 79.44 abstract variables = True legacy = Legacy.SINGLE, quotient = 196.5
[Procedural]: name = 2NdNJdaDk1  year = 2019  popularity = 25.27 abstract variables = False, quotient = 201.9
[ObjectOriented]: name = v23v1MQ6qW  year = 1949  popularity = 80.16 abstract variables = True legacy = Legacy.SINGLE, quotient = 194.9
[ObjectOriented]: name = iVKWIkJefZ  year = 1987  popularity = 31.07 abstract variables = False legacy = Legacy.SINGLE, quotient = 198.7
[Functional]: name = wTHq8RVocW  year = 1981  popularity = 55.22 lazy calculation = False legacy = DYNAMIC, quotient = 198.1
[Functional]: name = naIcNVxaZi  year = 1945  popularity = 6.46 lazy calculation = False legacy = DYNAMIC, quotient = 194.5
[ObjectOriented]: name = 6lHt58jiaW  year = 1957  popularity = 94.23 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 195.7
[Functional]: name = DUriIjoxdW  year = 2006  popularity = 3.72 lazy calculation = False legacy = STRICT, quotient = 200.6
[Procedural]: name = q5Wt3VAdw9  year = 1993  popularity = 86.56 abstract variables = False, quotient = 199.3
[Procedural]: name = SgrpJkGB1X  year = 1984  popularity = 87.37 abstract variables = False, quotient = 198.4
[Functional]: name = 69lWbukr1D  year = 1945  popularity = 10.3 lazy calculation = True legacy = DYNAMIC, quotient = 194.5
[Procedural]: name = 4docTdS5HC  year = 1953  popularity = 96.44 abstract variables = True, quotient = 195.3
[Procedural]: name = uDKMnI9BcN  year = 1985  popularity = 10.86 abstract variables = False, quotient = 198.5
[Procedural]: name = xPQvSAEaTD  year = 1992  popularity = 32.14 abstract variables = False, quotient = 199.2
[ObjectOriented]: name = PQFvIBH3Vx  year = 1988  popularity = 7.48 abstract variables = False legacy = Legacy.SINGLE, quotient = 198.8
[ObjectOriented]: name = Ux5SoTFniN  year = 2007  popularity = 26.78 abstract variables = False legacy = Legacy.SINGLE, quotient = 200.7
[Procedural]: name = ue5osGU3Z1  year = 1948  popularity = 46.62 abstract variables = True, quotient = 194.8
[Functional]: name = 6gRphusIjQ  year = 1948  popularity = 74.9 lazy calculation = False legacy = STRICT, quotient = 194.8
[Procedural]: name = EIb7LRbIf5  year = 1955  popularity = 78.2 abstract variables = False, quotient = 195.5
[ObjectOriented]: name = USuDpPlZCT  year = 1975  popularity = 66.12 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 197.5
[Functional]: name = wplPVEsw18  year = 1973  popularity = 17.51 lazy calculation = True legacy = DYNAMIC, quotient = 197.3
[Functional]: name = wibYElUGCU  year = 2019  popularity = 86.53 lazy calculation = False legacy = STRICT, quotient = 201.9
[ObjectOriented]: name = 2bLJFP2uB7  year = 1973  popularity = 43.37 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 197.3
[Procedural]: name = PlklpkFqsM  year = 2007  popularity = 17.56 abstract variables = False, quotient = 200.7
[Functional]: name = m3dZKWFDO5  year = 1954  popularity = 98.49 lazy calculation = True legacy = DYNAMIC, quotient = 195.4
[Functional]: name = ZjJU9241SJ  year = 1966  popularity = 59.34 lazy calculation = True legacy = STRICT, quotient = 196.6
[ObjectOriented]: name = 2xhjd49UjG  year = 1975  popularity = 42.32 abstract variables = True legacy = Legacy.SINGLE, quotient = 197.5
[ObjectOriented]: name = OsMnoZfeS1  year = 2000  popularity = 68.62 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 200.0
[ObjectOriented]: name = pjRjH9V4RT  year = 1962  popularity = 60.99 abstract variables = True legacy = Legacy.SINGLE, quotient = 196.2
[Procedural]: name = S9aFILjb5e  year = 1968  popularity = 86.81 abstract variables = True, quotient = 196.8
[ObjectOriented]: name = k5OG8x3Pgb  year = 2012  popularity = 8.12 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 201.2
[Functional]: name = HrPf4uWqQA  year = 1946  popularity = 55.83 lazy calculation = False legacy = DYNAMIC, quotient = 194.6
[Procedural]: name = tO6LVgnnpm  year = 2015  popularity = 51.03 abstract variables = False, quotient = 201.5
[Procedural]: name = OfkesHlYfn  year = 2005  popularity = 63.64 abstract variables = True, quotient = 200.5
[Functional]: name = r6jRTZEcCB  year = 2005  popularity = 42.44 lazy calculation = False legacy = DYNAMIC, quotient = 200.5
[Procedural]: name = Mw6FAcJ9bd  year = 1967  popularity = 39.66 abstract variables = True, quotient = 196.7
[ObjectOriented]: name = eEAlUHUEO5  year = 1993  popularity = 13.45 abstract variables = False legacy = Legacy.SINGLE, quotient = 199.3
[Functional]: name = liiQomjwDg  year = 1957  popularity = 47.21 lazy calculation = False legacy = DYNAMIC, quotient = 195.7
[Functional]: name = 4mphMBLCKs  year = 1948  popularity = 63.54 lazy calculation = True legacy = STRICT, quotient = 194.8
[Functional]: name = Vwt4QbXoMZ  year = 2017  popularity = 15.68 lazy calculation = True legacy = DYNAMIC, quotient = 201.7
[ObjectOriented]: name = GohxVVSDrM  year = 1971  popularity = 25.96 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 197.1
[Functional]: name = 32tEeoWGeE  year = 1970  popularity = 1.66 lazy calculation = False legacy = DYNAMIC, quotient = 197.0
[ObjectOriented]: name = Pbd9ju67ti  year = 2013  popularity = 24.81 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 201.3
[Procedural]: name = RFLKHkNlEa  year = 2007  popularity = 25.91 abstract variables = False, quotient = 200.7
[Functional]: name = kE9IsUPZhw  year = 2000  popularity = 8.91 lazy calculation = False legacy = STRICT, quotient = 200.0
[Procedural]: name = PtmfwfqCRP  year = 2017  popularity = 89.95 abstract variables = False, quotient = 201.7
[Functional]: name = Zaaf2Vhk3k  year = 1973  popularity = 24.02 lazy calculation = False legacy = DYNAMIC, quotient = 197.3
[Functional]: name = 8VbiFp2udj  year = 2013  popularity = 82.41 lazy calculation = False legacy = DYNAMIC, quotient = 201.3
[ObjectOriented]: name = FdsULAtZdZ  year = 1984  popularity = 81.36 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 198.4
[ObjectOriented]: name = cGimE5cxHR  year = 1958  popularity = 57.44 abstract variables = True legacy = Legacy.SINGLE, quotient = 195.8
[ObjectOriented]: name = sCmdvneuI5  year = 2004  popularity = 41.88 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 200.4
[ObjectOriented]: name = meIv39r7Yd  year = 2003  popularity = 62.55 abstract variables = False legacy = Legacy.SINGLE, quotient = 200.3
[ObjectOriented]: name = i4eqw6MlYB  year = 1997  popularity = 8.31 abstract variables = True legacy = Legacy.SINGLE, quotient = 199.7
[Procedural]: name = ccE4EaSSZi  year = 1980  popularity = 57.97 abstract variables = False, quotient = 198.0
[ObjectOriented]: name = wOjnkZoOxk  year = 2005  popularity = 10.49 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 200.5
[ObjectOriented]: name = 8dD69mI7gj  year = 1999  popularity = 27.56 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 199.9
[Procedural]: name = KpwsA8GvZT  year = 1956  popularity = 56.46 abstract variables = False, quotient = 195.6
[Procedural]: name = dO3vYffZ14  year = 1950  popularity = 16.59 abstract variables = True, quotient = 195.0
[Procedural]: name = YiIGA4IG1g  year = 1982  popularity = 64.29 abstract variables = True, quotient = 198.2
[Functional]: name = UjdHj2juYx  year = 1972  popularity = 51.29 lazy calculation = True legacy = DYNAMIC, quotient = 197.2
[ObjectOriented]: name = jpwlUaiRgY  year = 1999  popularity = 65.78 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 199.9
[Procedural]: name = BHwQ89jIR6  year = 2010  popularity = 82.28 abstract variables = False, quotient = 201.0
[Functional]: name = GplmvZn2ks  year = 2018  popularity = 25.39 lazy calculation = False legacy = DYNAMIC, quotient = 201.8
[Functional]: name = L8iDhKd27m  year = 2003  popularity = 11.3 lazy calculation = True legacy = STRICT, quotient = 200.3
[Procedural]: name = Umd1S2wat6  year = 1968  popularity = 67.68 abstract variables = True, quotient = 196.8
[Functional]: name = fmQrgM9J1e  year = 1977  popularity = 12.44 lazy calculation = False legacy = STRICT, quotient = 197.7
[ObjectOriented]: name = GJc86k3uii  year = 2002  popularity = 22.19 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 200.2
[Functional]: name = OVaRM7rExP  year = 1962  popularity = 81.16 lazy calculation = True legacy = DYNAMIC, quotient = 196.2
[ObjectOriented]: name = ePja4B8IqL  year = 2007  popularity = 10.95 abstract variables = False legacy = Legacy.SINGLE, quotient = 200.7
[Procedural]: name = kLWm7eBHo3  year = 2008  popularity = 66.62 abstract variables = False, quotient = 200.8
[Procedural]: name = nXJMOwN8ZR  year = 2018  popularity = 62.25 abstract variables = True, quotient = 201.8
[Procedural]: name = kpuN7Wi4An  year = 1946  popularity = 33.77 abstract variables = True, quotient = 194.6
[ObjectOriented]: name = 1sHcItmv1Y  year = 2001  popularity = 8.39 abstract variables = False legacy = Legacy.SINGLE, quotient = 200.1
[Procedural]: name = Tdir9DTESp  year = 1957  popularity = 14.98 abstract variables = False, quotient = 195.7
[ObjectOriented]: name = 6INACQ8YGw  year = 2016  popularity = 59.88 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 201.6
[Procedural]: name = rwSCt7HDrh  year = 1986  popularity = 62.51 abstract variables = True, quotient = 198.6
[Procedural]: name = dJkZfTLPOp  year = 1970  popularity = 88.19 abstract variables = False, quotient = 197.0
[Procedural]: name = nk3uJXQlcl  year = 1999  popularity = 24.7 abstract variables = True, quotient = 199.9
[Functional]: name = BBUSlk8tiI  year = 2002  popularity = 84.35 lazy calculation = False legacy = DYNAMIC, quotient = 200.2
[ObjectOriented]: name = V8r9Yhj5qV  year = 1983  popularity = 16.22 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 198.3
[Functional]: name = qMxIwEfxK7  year = 1945  popularity = 61.67 lazy calculation = False legacy = DYNAMIC, quotient = 194.5
[Functional]: name = v38wanuqGV  year = 1957  popularity = 70.01 lazy calculation = False legacy = DYNAMIC, quotient = 195.7
[ObjectOriented]: name = 9RNRZC4fhJ  year = 2002  popularity = 21.74 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 200.2
[ObjectOriented]: name = n5QZPnPQ6i  year = 1995  popularity = 98.47 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 199.5
[ObjectOriented]: name = aTuZDqnUbu  year = 2009  popularity = 11.73 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 200.9
[Functional]: name = qnmUg1RF8L  year = 1986  popularity = 12.61 lazy calculation = True legacy = STRICT, quotient = 198.6
[Procedural]: name = qEsLqniCKC  year = 2008  popularity = 60.23 abstract variables = True, quotient = 200.8
[Functional]: name = Rvaha5jJp7  year = 1948  popularity = 34.39 lazy calculation = False legacy = DYNAMIC, quotient = 194.8
[ObjectOriented]: name = wWXDIV6aVR  year = 2007  popularity = 57.79 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 200.7
[Functional]: name = r5dnFcwTXn  year = 2007  popularity = 69.35 lazy calculation = True legacy = DYNAMIC, quotient = 200.7
[ObjectOriented]: name = xwkhiOVCuD  year = 1977  popularity = 92.32 abstract variables = False legacy = Legacy.SINGLE, quotient = 197.7
[Functional]: name = gP9nx7ohrP  year = 1975  popularity = 16.14 lazy calculation = True legacy = DYNAMIC, quotient = 197.5
[Functional]: name = 2l8RhSVSum  year = 1990  popularity = 48.4 lazy calculation = True legacy = STRICT, quotient = 199.0
[ObjectOriented]: name = v4PQfDgwDC  year = 1968  popularity = 53.1 abstract variables = True legacy = Legacy.SINGLE, quotient = 196.8
[Functional]: name = ZJNKgvWUYx  year = 2018  popularity = 31.99 lazy calculation = True legacy = STRICT, quotient = 201.8
[Functional]: name = OUxQxMgHfJ  year = 1962  popularity = 40.42 lazy calculation = False legacy = STRICT, quotient = 196.2
[Functional]: name = eqgxsIOo7Q  year = 1946  popularity = 42.31 lazy calculation = True legacy = STRICT, quotient = 194.6
[Functional]: name = 2jPmPkfe9E  year = 2003  popularity = 75.25 lazy calculation = True legacy = DYNAMIC, quotient = 200.3
[Procedural]: name = Zqbjd78WRI  year = 1982  popularity = 71.22 abstract variables = True, quotient = 198.2
[Functional]: name = StdtnWrCKw  year = 1962  popularity = 75.56 lazy calculation = False legacy = DYNAMIC, quotient = 196.2
[Functional]: name = MOJ7HFOlPJ  year = 2018  popularity = 79.02 lazy calculation = False legacy = STRICT, quotient = 201.8
[Procedural]: name = ejCmVsZb8N  year = 1962  popularity = 46.43 abstract variables = False, quotient = 196.2
[Functional]: name = 6gC5l1U3bb  year = 1989  popularity = 74.68 lazy calculation = True legacy = DYNAMIC, quotient = 198.9
[Functional]: name = 1mSjHNOWPu  year = 1978  popularity = 14.57 lazy calculation = True legacy = STRICT, quotient = 197.8
[Procedural]: name = cZSJJO4WgK  year = 2014  popularity = 96.26 abstract variables = False, quotient = 201.4
[Functional]: name = ROWsvQiLUj  year = 1976  popularity = 94.35 lazy calculation = True legacy = DYNAMIC, quotient = 197.6
[Procedural]: name = 4dhVWOix3t  year = 1968  popularity = 22.85 abstract variables = False, quotient = 196.8
[Procedural]: name = Geu6oTZewI  year = 1971  popularity = 72.68 abstract variables = False, quotient = 197.1
[ObjectOriented]: name = atdxUpiLJU  year = 1990  popularity = 61.25 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 199.0
[Procedural]: name = gLNYXhxqYX  year = 1969  popularity = 92.06 abstract variables = True, quotient = 196.9
[Procedural]: name = ujtw6Ihv2X  year = 1961  popularity = 24.39 abstract variables = True, quotient = 196.1
[ObjectOriented]: name = MRkKNYBIFn  year = 1968  popularity = 21.83 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 196.8
[ObjectOriented]: name = tH4Nd3OKGk  year = 1982  popularity = 98.89 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 198.2
[Procedural]: name = QxmKCQObA2  year = 1978  popularity = 73.37 abstract variables = False, quotient = 197.8
[ObjectOriented]: name = u5gQQIletn  year = 2013  popularity = 89.9 abstract variables = True legacy = Legacy.SINGLE, quotient = 201.3
[ObjectOriented]: name = rktg9foqDb  year = 1952  popularity = 53.6 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 195.2
[Procedural]: name = pUu8HJSGDN  year = 2006  popularity = 95.36 abstract variables = False, quotient = 200.6
[ObjectOriented]: name = Xk4BFE6IrA  year = 2008  popularity = 53.56 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 200.8
[ObjectOriented]: name = s2VPJshA28  year = 2008  popularity = 15.49 abstract variables = False legacy = Legacy.SINGLE, quotient = 200.8
[Procedural]: name = rA9IElsDZb  year = 1981  popularity = 79.66 abstract variables = False, quotient = 198.1
[Functional]: name = 8fMbOAAlcO  year = 1982  popularity = 42.29 lazy calculation = False legacy = STRICT, quotient = 198.2
[Functional]: name = x93VMiCtAr  year = 1963  popularity = 3.76 lazy calculation = True legacy = STRICT, quotient = 196.3
[Procedural]: name = Dlaxk5rOpP  year = 1980  popularity = 92.79 abstract variables = False, quotient = 198.0
[Procedural]: name = lRTNXQUnQv  year = 1996  popularity = 38.44 abstract variables = False, quotient = 199.6
[Functional]: name = MuL3YK5Qdr  year = 2004  popularity = 64.01 lazy calculation = False legacy = DYNAMIC, quotient = 200.4
[Procedural]: name = NpYXFh7Rtj  year = 2003  popularity = 35.69 abstract variables = True, quotient = 200.3
[ObjectOriented]: name = Imjtc32ejY  year = 1999  popularity = 56.1 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 199.9
[ObjectOriented]: name = kGIwhnsEe3  year = 1952  popularity = 18.75 abstract variables = True legacy = Legacy.SINGLE, quotient = 195.2
[Functional]: name = X8t7aXGJ5G  year = 1979  popularity = 45.98 lazy calculation = True legacy = DYNAMIC, quotient = 197.9
[Functional]: name = hY3tpNP5fi  year = 1975  popularity = 5.64 lazy calculation = False legacy = DYNAMIC, quotient = 197.5
[ObjectOriented]: name = Ik3qJINite  year = 2006  popularity = 12.52 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 200.6
[ObjectOriented]: name = Ibju2htRBj  year = 1955  popularity = 97.18 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 195.5
[Procedural]: name = DBS9dYaROj  year = 2004  popularity = 53.06 abstract variables = True, quotient = 200.4
[Procedural]: name = IjfMEbeMxj  year = 1961  popularity = 20.03 abstract variables = True, quotient = 196.1
[Functional]: name = 7u9UUJe8mF  year = 1963  popularity = 89.47 lazy calculation = True legacy = DYNAMIC, quotient = 196.3
[ObjectOriented]: name = kOhaO89KGx  year = 1954  popularity = 14.42 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 195.4
[Functional]: name = dOXjtTSCDO  year = 1959  popularity = 49.46 lazy calculation = True legacy = DYNAMIC, quotient = 195.9
[Functional]: name = 1NvHxSNFU7  year = 1985  popularity = 48.11 lazy calculation = True legacy = DYNAMIC, quotient = 198.5
[Functional]: name = ILWGFUsIgk  year = 1979  popularity = 93.86 lazy calculation = False legacy = DYNAMIC, quotient = 197.9
[Procedural]: name = sDX661fnne  year = 1993  popularity = 4.54 abstract variables = True, quotient = 199.3
[Procedural]: name = qJiRUr5T4e  year = 2011  popularity = 9.38 abstract variables = False, quotient = 201.1
[Functional]: name = WvGqwrs6Sf  year = 1999  popularity = 24.38 lazy calculation = False legacy = STRICT, quotient = 199.9
[Functional]: name = ZgvNaflqnB  year = 1947  popularity = 9.35 lazy calculation = True legacy = STRICT, quotient = 194.7
[Functional]: name = C6Abl2DcXO  year = 1963  popularity = 90.25 lazy calculation = True legacy = DYNAMIC, quotient = 196.3
[Procedural]: name = EPMWtQa8oC  year = 1966  popularity = 26.74 abstract variables = False, quotient = 196.6
[Functional]: name = 7e11RpgDlE  year = 1979  popularity = 25.08 lazy calculation = True legacy = DYNAMIC, quotient = 197.9
[Procedural]: name = GTqQUfRxGf  year = 1997  popularity = 39.77 abstract variables = True, quotient = 199.7
[Procedural]: name = 4VH2IoKdpE  year = 1975  popularity = 87.23 abstract variables = False, quotient = 197.5
[Procedural]: name = wVdNQKkpTu  year = 1950  popularity = 27.14 abstract variables = False, quotient = 195.0
[Functional]: name = QXBOJqgAS2  year = 2015  popularity = 62.42 lazy calculation = False legacy = STRICT, quotient = 201.5
[Functional]: name = lv9veeZdHa  year = 1984  popularity = 8.42 lazy calculation = False legacy = STRICT, quotient = 198.4
[ObjectOriented]: name = FPicLkJHYR  year = 1957  popularity = 80.56 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 195.7
[ObjectOriented]: name = gN4un4KJle  year = 1998  popularity = 59.85 abstract variables = True legacy = Legacy.SINGLE, quotient = 199.8
[Functional]: name = X4J6OFtbmw  year = 1960  popularity = 62.48 lazy calculation = False legacy = STRICT, quotient = 196.0
[ObjectOriented]: name = F2sq55Xc4E  year = 1965  popularity = 80.08 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 196.5
[ObjectOriented]: name = vCP8ABUc6D  year = 1988  popularity = 93.69 abstract variables = True legacy = Legacy.SINGLE, quotient = 198.8
[Procedural]: name = b4pRse8YqV  year = 2002  popularity = 73.49 abstract variables = True, quotient = 200.2
[Procedural]: name = w5tELuMb9w  year = 1980  popularity = 63.79 abstract variables = False, quotient = 198.0
[ObjectOriented]: name = B26oj8tuRC  year = 1958  popularity = 17.5 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 195.8
[ObjectOriented]: name = tDmlY2e9dQ  year = 1947  popularity = 36.85 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 194.7
[Functional]: name = eETRUD6vDV  year = 1955  popularity = 98.76 lazy calculation = True legacy = STRICT, quotient = 195.5
[ObjectOriented]: name = LSdl8aX8Ya  year = 1995  popularity = 76.09 abstract variables = False legacy = Legacy.SINGLE, quotient = 199.5
[Functional]: name = oe4Rpdi7hW  year = 1969  popularity = 94.34 lazy calculation = False legacy = DYNAMIC, quotient = 196.9
[ObjectOriented]: name = OXq45ntXGp  year = 2007  popularity = 33.51 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 200.7
[ObjectOriented]: name = nKf1U9JQgc  year = 1998  popularity = 16.45 abstract variables = True legacy = Legacy.MULTIPLE, quotient = 199.8
[Procedural]: name = GHuUXkmitA  year = 1946  popularity = 5.29 abstract variables = True, quotient = 194.6
[Functional]: name = RHGJHkciWg  year = 1947  popularity = 20.56 lazy calculation = True legacy = STRICT, quotient = 194.7
[Functional]: name = QGP4G2WRbU  year = 1982  popularity = 54.21 lazy calculation = True legacy = STRICT, quotient = 198.2
[ObjectOriented]: name = xIHi8YlYGD  year = 1948  popularity = 36.04 abstract variables = False legacy = Legacy.SINGLE, quotient = 194.8
[Functional]: name = t6bZ5upx8S  year = 2000  popularity = 78.98 lazy calculation = False legacy = STRICT, quotient = 200.0
[Procedural]: name = kc9bfEUj2k  year = 2004  popularity = 1.87 abstract variables = True, quotient = 200.4
[Functional]: name = LdtgwgMhwZ  year = 1960  popularity = 39.06 lazy calculation = False legacy = STRICT, quotient = 196.0
[Functional]: name = 4GvRoiBAdk  year = 1958  popularity = 51.09 lazy calculation = False legacy = DYNAMIC, quotient = 195.8
[Procedural]: name = eXehZDFaak  year = 1963  popularity = 4.43 abstract variables = True, quotient = 196.3
[ObjectOriented]: name = VB1EQQppHY  year = 2020  popularity = 36.89 abstract variables = False legacy = Legacy.SINGLE, quotient = 202.0
[Procedural]: name = clnSpW6RfT  year = 1969  popularity = 54.71 abstract variables = False, quotient = 196.9
[Procedural]: name = EIfj6PGUHO  year = 1990  popularity = 62.66 abstract variables = True, quotient = 199.0
[ObjectOriented]: name = UWZm46hJgs  year = 1980  popularity = 39.38 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 198.0
[Functional]: name = IPwG9DkeCf  year = 2000  popularity = 35.87 lazy calculation = False legacy = STRICT, quotient = 200.0
[Procedural]: name = wateV8djeb  year = 2019  popularity = 26.32 abstract variables = False, quotient = 201.9
[ObjectOriented]: name = DxhwhfaHOq  year = 1996  popularity = 52.86 abstract variables = False legacy = Legacy.MULTIPLE, quotient = 199.6
[Functional]: name = 9m2let3HJb  year = 2003  popularity = 27.02 lazy calculation = True legacy = DYNAMIC, quotient = 200.3
[Procedural]: name = WhEilasRjP  year = 1965  popularity = 76.48 abstract variables = True, quotient = 196.5
[Functional]: name = LNKfC6ALkE  year = 1970  popularity = 61.24 lazy calculation = False legacy = DYNAMIC, quotient = 197.0
[ObjectOriented]: name = UTCXbI5Lnp  year = 1979  popularity = 58.75 abstract variables = False legacy = Legacy.SINGLE, quotient = 197.9
[ObjectOriented]: name = cMdpbu3lwf  year = 1957  popularity = 50.01 abstract variables = True legacy = Legacy.SINGLE, quotient = 195.7
